,index,shot_id_number,is_goal
0,0,1,0.6898250885615285
1,7,8,0.28255219861064934
2,16,17,0.3744149782315741
3,19,20,0.4116910647471851
4,21,22,0.38779107435050375
5,32,33,0.39745196624095425
6,33,34,0.4770768923146133
7,34,35,0.46504763692212886
8,35,36,0.4188538499484424
9,36,37,0.25342249272786754
10,37,38,0.3207627538872063
11,44,45,0.3257237331889656
12,49,50,0.48776293063114295
13,54,55,0.4168001688279375
14,59,60,0.31743341132845515
15,61,62,0.4235646262416896
16,65,66,0.9235661834837412
17,66,67,0.5585199821127969
18,70,71,0.31718493128308056
19,71,72,0.5329228512232074
20,75,76,0.36752539299433357
21,79,80,0.43051648563587575
22,84,85,0.45815776757432136
23,85,86,0.4963488237949053
24,86,87,0.5757956166947193
25,91,92,0.3374261209351987
26,94,95,0.4367900125903351
27,96,97,0.3419769558660811
28,103,104,0.5152448167724695
29,112,113,0.53828851459121
30,121,122,0.28499272158003314
31,122,123,0.32987569752988527
32,125,126,0.6252064463804006
33,132,133,0.4712550953925397
34,133,134,0.4179425766507377
35,140,141,0.4003072369125135
36,143,144,0.3234099583028505
37,149,150,0.39684234702968757
38,151,152,0.4708257147305729
39,152,153,0.39259160236644963
40,155,156,0.35996638278798077
41,158,159,0.3856519596702549
42,164,165,0.38771042782189513
43,171,172,0.48727547867180465
44,181,182,0.4744240494499386
45,191,192,0.5241177086715922
46,192,193,0.40186632021279056
47,195,196,0.5204980384268627
48,201,202,0.3497318501347269
49,204,205,0.4763863154886101
50,209,210,0.7186159754308719
51,210,211,0.4348668831748553
52,227,228,0.37301602735978
53,249,250,0.6675790370904651
54,256,257,0.3863688157255272
55,259,260,0.38377450904294713
56,261,262,0.45842968401446127
57,263,264,0.311506492725558
58,266,267,0.47937701296644386
59,278,279,0.3563260102057746
60,281,282,0.40855977359154716
61,292,293,0.39506143617431244
62,298,299,0.5577982633506822
63,299,300,0.378630670969611
64,300,301,0.40785668436291084
65,316,317,0.416861362118725
66,326,327,0.44819684716292596
67,327,328,0.5332894353189077
68,334,335,0.426917457708166
69,345,346,0.43015839451115934
70,347,348,0.4239762408134943
71,359,360,0.47047612506896996
72,364,365,0.5809550767637229
73,378,379,0.530585887372917
74,381,382,0.41692960604078405
75,389,390,0.4919556063168308
76,390,391,0.4124618531503921
77,391,392,0.4292075101387396
78,396,397,0.3434190789412741
79,416,417,0.4246729823530635
80,417,418,0.4620343614756548
81,419,420,0.4433876327062164
82,427,428,0.3865512907569101
83,428,429,0.8579409212446991
84,433,434,0.41051063787556297
85,438,439,0.40353057472601306
86,439,440,0.3244418624189243
87,450,451,0.6614830886807839
88,455,456,0.39353578036323816
89,458,459,0.41021298319913785
90,471,472,0.42150323067270845
91,479,480,0.42474833902782105
92,490,491,0.39583903743930204
93,496,497,0.22190567944675363
94,508,509,0.2954213148951048
95,510,511,0.3917867334651249
96,522,523,0.21521775783390384
97,532,533,0.42584070385449246
98,543,544,0.4100192359979732
99,545,546,0.3094270339109334
100,551,552,0.5864874376588021
101,554,555,0.32351484610912495
102,557,558,0.4640811999271226
103,559,560,0.3918367661812918
104,567,568,0.9708739796359624
105,570,571,0.9902974972100875
106,572,573,0.4918426004198202
107,575,576,0.462802154153829
108,577,578,0.6431228725477998
109,590,591,0.37759664360198436
110,595,596,0.48165445193801304
111,596,597,0.9533913273942833
112,600,601,0.5434433994638316
113,604,605,0.3787765678052991
114,616,617,0.5769196230774232
115,624,625,0.4459443313839165
116,627,628,0.3730733971271579
117,633,634,0.5609113604897792
118,645,646,0.5847368358192923
119,648,649,0.3585479162012959
120,650,651,0.3051307762307179
121,653,654,0.5811494842277289
122,655,656,0.5067322264790242
123,656,657,0.9782718207718208
124,660,661,0.36624765069747717
125,668,669,0.4658970068753023
126,669,670,0.5946133319502707
127,679,680,0.4120950214246871
128,692,693,0.34006985592242833
129,693,694,0.39129843834780353
130,698,699,0.43211115449730475
131,710,711,0.36221774640765686
132,714,715,0.3458982021178758
133,717,718,0.4069893463913895
134,721,722,0.37323225334303234
135,722,723,0.7648687884622791
136,724,725,0.4098626171929768
137,733,734,0.3835760420888109
138,734,735,0.3986567179767807
139,736,737,0.3733732944789061
140,745,746,0.9568643542327753
141,746,747,0.9773115536853927
142,763,764,0.3783460808565873
143,765,766,0.2924812319371544
144,766,767,0.44999062480395136
145,770,771,0.4387420286451218
146,772,773,0.5984096123291497
147,773,774,0.4067436370513673
148,782,783,0.40530864842291836
149,783,784,0.48024307764790813
150,788,789,0.40137958402933227
151,791,792,0.5238649627679408
152,803,804,0.48681537522764107
153,808,809,0.42352065244568526
154,811,812,0.14543048518177823
155,812,813,0.26875329449642826
156,816,817,0.2526822348635062
157,817,818,0.468549433611176
158,819,820,0.3338950089268701
159,824,825,0.6915258507462825
160,825,826,0.9277317061570572
161,828,829,0.9723616378431663
162,832,833,0.40074044986040214
163,854,855,0.5148419385622995
164,858,859,0.4254453285538552
165,861,862,0.3119009336263022
166,869,870,0.3265454602306946
167,875,876,0.39701441173409613
168,879,880,0.4921630409813978
169,885,886,0.520227878555499
170,888,889,0.5483051877201167
171,890,891,0.4392362335847303
172,896,897,0.10068068704200683
173,901,902,0.33280045723399737
174,902,903,0.6771444404071747
