,index,shot_id_number,is_goal
0,0,1,0.7088607594936709
1,7,8,0.428842504743833
2,16,17,0.39039301310043667
3,19,20,0.39039301310043667
4,21,22,0.40326340326340326
5,32,33,0.428842504743833
6,33,34,0.40540540540540543
7,34,35,0.48427672955974843
8,35,36,0.6
9,36,37,0.0
10,37,38,0.14814814814814814
11,44,45,0.3741496598639456
12,49,50,0.7142857142857143
13,54,55,0.4
14,59,60,0.2958579881656805
15,61,62,0.441747572815534
16,65,66,0.6820809248554913
17,66,67,0.08695652173913043
18,70,71,0.3902439024390244
19,71,72,0.582089552238806
20,75,76,0.2328767123287671
21,79,80,0.39039301310043667
22,84,85,0.7142857142857143
23,85,86,0.725
24,86,87,0.6
25,91,92,0.3741496598639456
26,94,95,0.6973684210526315
27,96,97,0.3103448275862069
28,103,104,0.33714285714285713
29,112,113,0.6973684210526315
30,121,122,0.14814814814814814
31,122,123,0.3779527559055118
32,125,126,0.5555555555555556
33,132,133,0.441747572815534
34,133,134,0.40326340326340326
35,140,141,0.29910714285714285
36,143,144,0.40326340326340326
37,149,150,0.3779527559055118
38,151,152,0.3893805309734513
39,152,153,0.43349753694581283
40,155,156,0.39215686274509803
41,158,159,0.44761904761904764
42,164,165,0.39039301310043667
43,171,172,0.3728813559322034
44,181,182,0.3
45,191,192,0.7073170731707317
46,192,193,0.6125
47,195,196,0.2733812949640288
48,201,202,0.3779527559055118
49,204,205,0.6086956521739131
50,209,210,0.45
51,210,211,0.6296296296296297
52,227,228,0.4666666666666667
53,249,250,0.7692307692307693
54,256,257,0.3779527559055118
55,259,260,0.38996138996138996
56,261,262,0.46153846153846156
57,263,264,0.3508771929824561
58,266,267,0.4675324675324675
59,278,279,0.3902439024390244
60,281,282,0.47770700636942676
61,292,293,0.4
62,298,299,0.48427672955974843
63,299,300,0.45569620253164556
64,300,301,0.4779874213836478
65,316,317,0.3741496598639456
66,326,327,0.3779527559055118
67,327,328,0.7209302325581395
68,334,335,0.4
69,345,346,0.2733812949640288
70,347,348,0.1891891891891892
71,359,360,0.4666666666666667
72,364,365,0.441747572815534
73,378,379,0.9375
74,381,382,0.4779874213836478
75,389,390,0.5882352941176471
76,390,391,0.43349753694581283
77,391,392,0.44621513944223107
78,396,397,0.3902439024390244
79,416,417,0.40326340326340326
80,417,418,0.39039301310043667
81,419,420,0.39039301310043667
82,427,428,0.3779527559055118
83,428,429,0.6973684210526315
84,433,434,0.39039301310043667
85,438,439,0.3877551020408163
86,439,440,0.16279069767441862
87,450,451,0.6973684210526315
88,455,456,0.38996138996138996
89,458,459,0.39039301310043667
90,471,472,0.49056603773584906
91,479,480,0.39039301310043667
92,490,491,0.3902439024390244
93,496,497,0.3005464480874317
94,508,509,0.350253807106599
95,510,511,0.39039301310043667
