,index,shot_id_number,is_goal
0,0,1,0.6263736263736264
1,7,8,0.34683954619124796
2,16,17,0.4025690741638391
3,19,20,0.4025690741638391
4,21,22,0.3018867924528302
5,32,33,0.4025690741638391
6,33,34,0.4138192862566439
7,34,35,0.5846153846153846
8,35,36,0.4025690741638391
9,36,37,0.0
10,37,38,0.2222222222222222
11,44,45,0.18269230769230768
12,49,50,0.4138192862566439
13,54,55,0.8571428571428571
14,59,60,0.38596491228070173
15,61,62,0.044444444444444446
16,65,66,1.0
17,66,67,0.7377049180327869
18,70,71,0.1076923076923077
19,71,72,0.5846153846153846
20,75,76,0.4025690741638391
21,79,80,0.34683954619124796
22,84,85,0.4025690741638391
23,85,86,0.6
24,86,87,0.9375
25,91,92,0.21212121212121213
26,94,95,0.31496062992125984
27,96,97,0.38596491228070173
28,103,104,0.4618181818181818
29,112,113,0.391304347826087
30,121,122,0.42424242424242425
31,122,123,0.8947368421052632
32,125,126,0.7070707070707071
33,132,133,0.4025690741638391
34,133,134,0.4444444444444444
35,140,141,0.4025690741638391
36,143,144,0.36069114470842334
37,149,150,0.4025690741638391
38,151,152,0.5166666666666667
39,152,153,0.4138192862566439
40,155,156,0.3611111111111111
41,158,159,0.28431372549019607
42,164,165,0.21212121212121213
43,171,172,0.5278745644599303
44,181,182,0.7037037037037037
45,191,192,0.5846153846153846
46,192,193,0.3018867924528302
47,195,196,0.7377049180327869
48,201,202,0.36069114470842334
49,204,205,0.6153846153846154
50,209,210,0.6842105263157895
51,210,211,0.6153846153846154
52,227,228,0.22784810126582278
53,249,250,0.7848605577689243
54,256,257,0.4025690741638391
55,259,260,0.4618181818181818
56,261,262,0.5223880597014925
57,263,264,0.18269230769230768
58,266,267,0.034482758620689655
59,278,279,0.3018867924528302
60,281,282,0.4138192862566439
61,292,293,0.3018867924528302
62,298,299,0.5846153846153846
63,299,300,0.4138192862566439
64,300,301,0.4025690741638391
65,316,317,0.4025690741638391
66,326,327,0.4009216589861751
67,327,328,0.5278745644599303
68,334,335,0.4618181818181818
69,345,346,0.4138192862566439
70,347,348,0.4025690741638391
71,359,360,0.28431372549019607
72,364,365,0.4589041095890411
73,378,379,0.5846153846153846
74,381,382,0.4025690741638391
75,389,390,0.5142857142857142
76,390,391,0.4138192862566439
77,391,392,0.4025690741638391
78,396,397,0.3018867924528302
79,416,417,0.3431372549019608
80,417,418,0.42142857142857143
81,419,420,0.36069114470842334
82,427,428,0.4025690741638391
83,428,429,0.9285714285714286
84,433,434,0.4025690741638391
85,438,439,0.4025690741638391
86,439,440,0.3018867924528302
87,450,451,0.7848605577689243
88,455,456,0.4025690741638391
89,458,459,0.4025690741638391
90,471,472,0.1276595744680851
91,479,480,0.4025690741638391
92,490,491,0.4025690741638391
93,496,497,0.3018867924528302
94,508,509,0.38596491228070173
95,510,511,0.4025690741638391
96,522,523,0.18269230769230768
97,532,533,0.4025690741638391
98,543,544,0.4025690741638391
99,545,546,0.21212121212121213
100,551,552,0.5846153846153846
101,554,555,0.4138192862566439
102,557,558,0.5263157894736842
103,559,560,0.25
104,567,568,1.0
105,570,571,1.0
106,572,573,0.5278745644599303
107,575,576,0.7
108,577,578,0.7848605577689243
109,590,591,0.4025690741638391
110,595,596,0.34683954619124796
111,596,597,1.0
112,600,601,0.4618181818181818
113,604,605,0.4025690741638391
114,616,617,0.7037037037037037
115,624,625,0.4138192862566439
116,627,628,0.4025690741638391
117,633,634,0.7090909090909091
118,645,646,0.5846153846153846
119,648,649,0.3614457831325301
120,650,651,0.34683954619124796
121,653,654,0.55
122,655,656,0.5846153846153846
123,656,657,0.9333333333333333
124,660,661,0.4025690741638391
125,668,669,0.4138192862566439
126,669,670,0.5278745644599303
127,679,680,0.4025690741638391
128,692,693,0.34210526315789475
129,693,694,0.4025690741638391
130,698,699,0.4138192862566439
131,710,711,0.4025690741638391
132,714,715,0.34683954619124796
133,717,718,0.4025690741638391
134,721,722,0.4025690741638391
135,722,723,0.9444444444444444
136,724,725,0.4025690741638391
137,733,734,0.4025690741638391
138,734,735,0.36069114470842334
139,736,737,0.4138192862566439
140,745,746,0.9333333333333333
141,746,747,0.8181818181818182
142,763,764,0.6
143,765,766,0.4138192862566439
144,766,767,0.05
145,770,771,0.4025690741638391
146,772,773,0.5846153846153846
147,773,774,0.15789473684210525
148,782,783,0.4025690741638391
149,783,784,0.4138192862566439
150,788,789,0.37745098039215685
151,791,792,0.8095238095238095
152,803,804,0.28846153846153844
153,808,809,0.4025690741638391
154,811,812,0.1694915254237288
155,812,813,0.08
156,816,817,0.3018867924528302
157,817,818,0.5142857142857142
158,819,820,0.36069114470842334
159,824,825,0.6263736263736264
160,825,826,0.4
161,828,829,0.7368421052631579
162,832,833,0.3018867924528302
163,854,855,0.4138192862566439
164,858,859,0.38596491228070173
165,861,862,0.36069114470842334
166,869,870,0.36069114470842334
167,875,876,0.13114754098360656
168,879,880,0.7692307692307693
169,885,886,0.5846153846153846
170,888,889,0.6666666666666666
171,890,891,0.4025690741638391
172,896,897,0.38596491228070173
173,901,902,0.4025690741638391
174,902,903,0.6263736263736264
175,907,908,0.4025690741638391
